id_n;gender;img_name;morph_level;resp_happy;RT;subjectID
1;0;Fig_1.png;1;1;2,322302204706588;1
1;0;Fig_1.png;1;1;1,314968759845462;1
1;0;Fig_1.png;1;1;0,762793138680821;1
1;0;Fig_1.png;1;1;1,057824260658710;1
1;0;Fig_1.png;1;1;1,219204179938107;1
1;0;Fig_2.png;2;1;1,281729140329131;1
1;0;Fig_2.png;2;1;1,095820103620457;1
1;0;Fig_2.png;2;1;1,526637517977142;1
1;0;Fig_2.png;2;1;1,034158159228684;1
1;0;Fig_2.png;2;1;0,787999672314699;1
1;0;Fig_3.png;3;1;0,649899056163647;1
1;0;Fig_3.png;3;1;2,504516724148507;1
1;0;Fig_3.png;3;1;0,933475059030758;1
1;0;Fig_3.png;3;1;0,768172991553512;1
1;0;Fig_3.png;3;1;1,461957995531656;1
1;0;Fig_4.png;4;1;0,693120146230087;1
1;0;Fig_4.png;4;1;0,471071387503736;1
1;0;Fig_4.png;4;1;1,989926189596879;1
1;0;Fig_4.png;4;1;0,941309862855035;1
1;0;Fig_4.png;4;1;1,497559578934569;1
1;0;Fig_5.png;5;1;1,545862918528650;1
1;0;Fig_5.png;5;1;1,651379388068395;1
1;0;Fig_5.png;5;1;0,483555763910009;1
1;0;Fig_5.png;5;1;1,804442737075654;1
1;0;Fig_5.png;5;1;2,212177554042667;1
1;0;Fig_6.png;6;1;1,415161076792097;1
1;0;Fig_6.png;6;1;0,748545848886035;1
1;0;Fig_6.png;6;1;2,256895883649398;1
1;0;Fig_6.png;6;0;1,638902871868858;1
1;0;Fig_6.png;6;1;0,322174879152660;1
1;0;Fig_7.png;7;1;1,337102388222738;1
1;0;Fig_7.png;7;1;0,975517789282135;1
1;0;Fig_7.png;7;1;1,301701694942149;1
1;0;Fig_7.png;7;1;0,643410164173437;1
1;0;Fig_7.png;7;0;4,442504983160415;1
1;0;Fig_8.png;8;1;1,569267215269409;1
1;0;Fig_8.png;8;1;0,520198042228982;1
1;0;Fig_8.png;8;1;1,182049231404324;1
1;0;Fig_8.png;8;1;0,564909325591441;1
1;0;Fig_8.png;8;0;0,864305428212828;1
1;0;Fig_9.png;9;1;3,190348733048873;1
1;0;Fig_9.png;9;1;3,064380642374370;1
1;0;Fig_9.png;9;1;0,486487166692190;1
1;0;Fig_9.png;9;0;3,355126906623242;1
1;0;Fig_9.png;9;0;0,948628334422429;1
1;0;Fig_10.png;10;1;0,734609268778676;1
1;0;Fig_10.png;10;1;0,858851574654542;1
1;0;Fig_10.png;10;0;0,806253672875139;1
1;0;Fig_10.png;10;0;0,534612736754891;1
1;0;Fig_10.png;10;0;3,860752074757645;1
1;0;Fig_11.png;11;0;0,997695427936834;1
1;0;Fig_11.png;11;0;1,799529952446299;1
1;0;Fig_11.png;11;0;2,037273364444699;1
1;0;Fig_11.png;11;0;2,050041722456221;1
1;0;Fig_11.png;11;0;1,135921146970051;1
1;0;Fig_12.png;12;0;3,138580677456330;1
1;0;Fig_12.png;12;0;1,140269750742854;1
1;0;Fig_12.png;12;1;1,427221293496873;1
1;0;Fig_12.png;12;0;1,199804579644258;1
1;0;Fig_12.png;12;0;1,416872653494892;1
1;0;Fig_13.png;13;0;1,100938156734646;1
1;0;Fig_13.png;13;0;0,986648847885144;1
1;0;Fig_13.png;13;0;0,823600405906697;1
1;0;Fig_13.png;13;0;0,961504875762172;1
1;0;Fig_13.png;13;0;1,075533365631362;1
1;0;Fig_14.png;14;0;0,880427513114716;1
1;0;Fig_14.png;14;0;1,955581733213850;1
1;0;Fig_14.png;14;0;0,914638778343205;1
1;0;Fig_14.png;14;0;2,534834400542706;1
1;0;Fig_14.png;14;0;1,589055449996003;1
1;0;Fig_15.png;15;0;1,754733747952981;1
1;0;Fig_15.png;15;0;1,964316482696233;1
1;0;Fig_15.png;15;0;2,433254257601737;1
1;0;Fig_15.png;15;0;0,714696062378864;1
1;0;Fig_15.png;15;0;1,502479558620132;1
1;0;Fig_16.png;16;0;1,359566865505939;1
1;0;Fig_16.png;16;0;1,156007219326514;1
1;0;Fig_16.png;16;0;0,522967635222159;1
1;0;Fig_16.png;16;0;1,298298787866808;1
1;0;Fig_16.png;16;0;2,976855714007997;1
1;0;Fig_17.png;17;0;0,596603170803334;1
1;0;Fig_17.png;17;0;1,536049045033333;1
1;0;Fig_17.png;17;0;0,943201049041252;1
1;0;Fig_17.png;17;0;0,537470080201641;1
1;0;Fig_17.png;17;0;1,648627535660562;1
1;0;Fig_18.png;18;0;1,101342142165676;1
1;0;Fig_18.png;18;0;0,817667279241152;1
1;0;Fig_18.png;18;0;0,841777591909810;1
1;0;Fig_18.png;18;0;1,604922330366735;1
1;0;Fig_18.png;18;0;1,615768161743748;1
1;0;Fig_19.png;19;0;1,042285669827448;1
1;0;Fig_19.png;19;0;1,337998635361435;1
1;0;Fig_19.png;19;0;1,152393546450916;1
1;0;Fig_19.png;19;0;0,824447999386190;1
1;0;Fig_19.png;19;0;0,624449714271509;1
1;0;Fig_20.png;20;0;1,067527862889593;1
1;0;Fig_20.png;20;0;1,117777374464732;1
1;0;Fig_20.png;20;0;0,776481576967657;1
1;0;Fig_20.png;20;0;1,184242346690426;1
1;0;Fig_20.png;20;0;1,116450603348005;1
1;0;Fig_21.png;21;0;0,832938701554806;1
1;0;Fig_21.png;21;0;1,514842690108557;1
1;0;Fig_21.png;21;0;1,759400270214906;1
1;0;Fig_21.png;21;0;1,464173892401524;1
1;0;Fig_21.png;21;0;0,869803345227110;1
1;0;Fig_1.png;1;1;1,260051050618773;2
1;0;Fig_1.png;1;1;1,160457499587616;2
1;0;Fig_1.png;1;0;0,903511613456296;2
1;0;Fig_1.png;1;1;1,090232810917839;2
1;0;Fig_1.png;1;1;0,797941997342360;2
