id_n;gender;img_name;morph_level;resp_happy;RT
1;0;Fig_3.png;3;1;0,916271385128069
1;0;Fig_3.png;3;1;0,876375971177533
1;0;Fig_3.png;3;1;0,686109140500775
1;0;Fig_3.png;3;1;0,732881220092010
1;0;Fig_3.png;3;1;1,904975115562262
1;0;Fig_4.png;4;1;1,414091158504795
1;0;Fig_4.png;4;1;1,532155671734207
1;0;Fig_4.png;4;1;2,163003340690676
1;0;Fig_4.png;4;1;0,926229923441692
1;0;Fig_4.png;4;1;1,560063208563303
1;0;Fig_4.png;4;1;1,059502297209975
1;0;Fig_4.png;4;1;0,872308865348763
1;0;Fig_4.png;4;1;1,637268509648525
1;0;Fig_4.png;4;1;1,106097730287383
1;0;Fig_4.png;4;1;0,679938204205583
1;0;Fig_4.png;4;1;0,979574065503977
1;0;Fig_4.png;4;1;2,104514543085782
1;0;Fig_4.png;4;1;1,825002984340224
1;0;Fig_4.png;4;1;0,572097280084765
1;0;Fig_4.png;4;1;1,134820193030835
1;0;Fig_5.png;5;1;1,581617779839619
1;0;Fig_5.png;5;1;0,531549793990604
1;0;Fig_5.png;5;1;2,025586424016816
1;0;Fig_5.png;5;1;0,856908492119335
1;0;Fig_5.png;5;1;1,230552815768593
1;0;Fig_5.png;5;1;0,998984706360271
1;0;Fig_5.png;5;1;2,181003189886022
1;0;Fig_5.png;5;1;0,567612901932646
1;0;Fig_5.png;5;1;1,020975738790633
1;0;Fig_5.png;5;1;0,714686976854265
1;0;Fig_5.png;5;1;1,301959207930142
1;0;Fig_5.png;5;1;2,909169543596827
1;0;Fig_5.png;5;1;0,557944332646647
1;0;Fig_5.png;5;1;1,059001122016576
1;0;Fig_5.png;5;1;1,019777348272093
1;0;Fig_6.png;6;0;2,148002534707550
1;0;Fig_6.png;6;1;0,705711200019952
1;0;Fig_6.png;6;1;1,354706252249763
1;0;Fig_6.png;6;1;2,300358577006727
1;0;Fig_6.png;6;0;0,969994316421112
1;0;Fig_6.png;6;1;0,797049594033450
1;0;Fig_6.png;6;1;1,013540508712563
1;0;Fig_6.png;6;1;1,357543828335710
1;0;Fig_6.png;6;1;0,695916962864320
1;0;Fig_6.png;6;1;2,218449880765683
1;0;Fig_6.png;6;1;1,090933550028677
1;0;Fig_6.png;6;1;0,302159790706320
1;0;Fig_6.png;6;1;0,667762455763897
1;0;Fig_6.png;6;1;2,153670109552877
1;0;Fig_6.png;6;1;0,707277254497092
1;0;Fig_7.png;7;1;1,040573693030408
1;0;Fig_7.png;7;1;1,108888386354031
1;0;Fig_7.png;7;1;0,538071631198257
1;0;Fig_7.png;7;0;1,351357619992795
1;0;Fig_7.png;7;1;1,310637191163434
1;0;Fig_7.png;7;1;2,487106320029239
1;0;Fig_7.png;7;1;1,717495398514976
1;0;Fig_7.png;7;1;1,128209061590902
1;0;Fig_7.png;7;0;1,049321836489661
1;0;Fig_7.png;7;1;1,421741820784975
1;0;Fig_7.png;7;1;0,735728662080427
1;0;Fig_7.png;7;1;1,140020526857241
1;0;Fig_7.png;7;1;1,271499948198749
1;0;Fig_7.png;7;0;1,387248653926016
1;0;Fig_7.png;7;1;0,659808458069010
1;0;Fig_8.png;8;1;2,074219827995626
1;0;Fig_8.png;8;1;1,483267209099661
1;0;Fig_8.png;8;1;3,288482473334871
1;0;Fig_8.png;8;0;0,472772215900897
1;0;Fig_8.png;8;1;0,838936751669488
1;0;Fig_8.png;8;0;0,510830234759009
1;0;Fig_8.png;8;0;0,903791946786602
1;0;Fig_8.png;8;1;1,247757315759928
1;0;Fig_8.png;8;1;2,306070921212152
1;0;Fig_8.png;8;1;0,894911089998037
1;0;Fig_8.png;8;1;0,641367066428047
1;0;Fig_8.png;8;0;0,950240757812988
1;0;Fig_8.png;8;1;1,431167777958451
1;0;Fig_8.png;8;1;1,179135776304661
1;0;Fig_8.png;8;1;1,946608851456184
1;0;Fig_9.png;9;0;0,953798263993964
1;0;Fig_9.png;9;1;0,525985432026886
1;0;Fig_9.png;9;1;1,655741524964298
1;0;Fig_9.png;9;1;0,666009800316366
1;0;Fig_9.png;9;0;1,428589582736284
1;0;Fig_9.png;9;1;1,364852072613913
1;0;Fig_9.png;9;1;1,280835639409972
1;0;Fig_9.png;9;1;2,327863615814139
1;0;Fig_9.png;9;1;0,993635566731724
1;0;Fig_9.png;9;0;0,609483512386090
1;0;Fig_9.png;9;0;1,119120838591379
1;0;Fig_9.png;9;1;0,982377524779311
1;0;Fig_9.png;9;1;1,440037001926526
1;0;Fig_9.png;9;0;2,238000959195007
1;0;Fig_9.png;9;0;0,490120457678833
1;0;Fig_10.png;10;1;0,990248378427711
1;0;Fig_10.png;10;0;1,122528215955060
1;0;Fig_10.png;10;0;1,386829135951778
1;0;Fig_10.png;10;1;0,800257151345632
1;0;Fig_10.png;10;0;1,292816132108245
1;0;Fig_10.png;10;1;1,287606124542759
1;0;Fig_10.png;10;1;1,082299051513759
1;0;Fig_10.png;10;0;1,030101291774113
1;0;Fig_10.png;10;0;2,078243078297902
1;0;Fig_10.png;10;1;1,464938921887488
1;0;Fig_10.png;10;0;2,579304791738589
1;0;Fig_10.png;10;0;0,966447546940736
1;0;Fig_10.png;10;1;0,628497180475347
1;0;Fig_10.png;10;0;0,913932523380921
1;0;Fig_10.png;10;1;1,135992337914563
1;0;Fig_11.png;11;0;0,979604054255051
1;0;Fig_11.png;11;0;0,907455044304862
1;0;Fig_11.png;11;0;0,542719757071525
1;0;Fig_11.png;11;0;0,765572346649830
1;0;Fig_11.png;11;0;0,670989062979373
1;0;Fig_11.png;11;0;1,246749076236928
1;0;Fig_11.png;11;0;1,266976663201623
1;0;Fig_11.png;11;0;2,146160495899752
1;0;Fig_11.png;11;0;0,941008754256254
1;0;Fig_11.png;11;0;1,653472355455221
1;0;Fig_11.png;11;0;0,880862773261929
1;0;Fig_11.png;11;1;0,557848411260329
1;0;Fig_11.png;11;0;1,318135541664873
1;0;Fig_11.png;11;1;0,865349920661362
1;0;Fig_11.png;11;1;0,753085150077796
1;0;Fig_12.png;12;0;0,779415948930639
1;0;Fig_12.png;12;0;1,759663619252110
1;0;Fig_12.png;12;0;2,177422296470611
1;0;Fig_12.png;12;0;1,697049713173188
1;0;Fig_12.png;12;0;0,964694079579676
1;0;Fig_12.png;12;0;0,610698703766254
1;0;Fig_12.png;12;1;1,200480562791987
1;0;Fig_12.png;12;1;1,778335824680604
1;0;Fig_12.png;12;0;1,574468745431801
1;0;Fig_12.png;12;0;1,250167782084413
1;0;Fig_12.png;12;1;1,200292192918446
1;0;Fig_12.png;12;0;0,750082772605613
1;0;Fig_12.png;12;0;1,323535624248342
1;0;Fig_12.png;12;0;1,115337567925266
1;0;Fig_12.png;12;1;1,121343588063253
1;0;Fig_13.png;13;0;0,995470550775457
1;0;Fig_13.png;13;0;0,652951264280154
1;0;Fig_13.png;13;1;0,837853018885191
1;0;Fig_13.png;13;0;1,525702323380880
1;0;Fig_13.png;13;0;1,107069279929629
1;0;Fig_13.png;13;0;1,095275365234062
1;0;Fig_13.png;13;0;1,002363926078588
1;0;Fig_13.png;13;0;2,018475626008805
1;0;Fig_13.png;13;1;1,097131530283139
1;0;Fig_13.png;13;0;1,214660883405307
1;0;Fig_13.png;13;0;1,162259622517606
1;0;Fig_13.png;13;0;0,711532024451572
1;0;Fig_13.png;13;0;1,056780251167160
1;0;Fig_13.png;13;1;1,919766455202923
1;0;Fig_13.png;13;0;1,331922183356566
1;0;Fig_14.png;14;0;0,573532156600357
1;0;Fig_14.png;14;0;1,125987732302782
1;0;Fig_14.png;14;0;1,393075193625002
1;0;Fig_14.png;14;0;1,052834833763957
1;0;Fig_14.png;14;0;1,536936762199880
1;0;Fig_14.png;14;0;1,008416639078694
1;0;Fig_14.png;14;0;0,684423648564616
1;0;Fig_14.png;14;0;1,501259533450203
1;0;Fig_14.png;14;0;1,221898964587129
1;0;Fig_14.png;14;0;1,383133235884897
1;0;Fig_14.png;14;0;1,722461686090856
1;0;Fig_14.png;14;0;1,187279611945832
1;0;Fig_14.png;14;0;0,530328752758818
1;0;Fig_14.png;14;0;1,147901742781523
1;0;Fig_14.png;14;0;0,528497079671710
1;0;Fig_15.png;15;0;0,860968995064345
1;0;Fig_15.png;15;0;1,657335407004962
1;0;Fig_15.png;15;0;0,509446724726895
1;0;Fig_15.png;15;0;1,140472803612798
1;0;Fig_15.png;15;0;0,831988075749419
1;0;Fig_15.png;15;0;0,952836285227302
1;0;Fig_15.png;15;0;1,673882641183487
1;0;Fig_15.png;15;0;1,330679250358143
1;0;Fig_15.png;15;0;1,926116134868957
1;0;Fig_15.png;15;0;0,660137054893334
1;0;Fig_15.png;15;0;0,741580270521427
1;0;Fig_15.png;15;0;0,779992821741968
1;0;Fig_15.png;15;0;1,027741082635124
1;0;Fig_15.png;15;0;0,699529593662250
1;0;Fig_15.png;15;0;0,757981031456173
1;0;Fig_16.png;16;0;0,707988261507162
1;0;Fig_16.png;16;0;1,420635984955157
1;0;Fig_16.png;16;0;1,386266411321993
1;0;Fig_16.png;16;0;1,630328468420711
1;0;Fig_16.png;16;0;3,520334637102384
1;0;Fig_16.png;16;0;1,005046838376464
1;0;Fig_16.png;16;0;1,472120089038940
1;0;Fig_16.png;16;0;4,596766898682005
1;0;Fig_16.png;16;0;1,393508585742661
1;0;Fig_16.png;16;0;1,055592010074125
1;0;Fig_16.png;16;0;0,708647358359509
1;0;Fig_16.png;16;0;0,855086214513706
1;0;Fig_16.png;16;0;0,516679124273575
1;0;Fig_16.png;16;0;0,543880937732543
1;0;Fig_16.png;16;0;0,910197389524527
1;0;Fig_17.png;17;0;1,252800755960293
1;0;Fig_17.png;17;0;1,107801798384573
1;0;Fig_17.png;17;0;0,916230592254296
1;0;Fig_17.png;17;0;0,487770782261905
1;0;Fig_17.png;17;0;1,455439992739877
1;0;Fig_17.png;17;0;1,332801628143521
1;0;Fig_17.png;17;0;2,220284546943057
1;0;Fig_17.png;17;0;0,479881389834904
1;0;Fig_17.png;17;0;0,958896401869611
1;0;Fig_17.png;17;0;2,355158828653717
1;0;Fig_17.png;17;0;1,145561503441464
1;0;Fig_17.png;17;0;2,003981751162703
1;0;Fig_17.png;17;0;1,401905917327502
1;0;Fig_17.png;17;0;1,155751659973821
1;0;Fig_17.png;17;0;1,628735165788783
1;0;Fig_18.png;18;0;0,491744848998779
1;0;Fig_18.png;18;0;0,936715705021629
1;0;Fig_18.png;18;0;1,421861695749520
1;0;Fig_18.png;18;0;1,966223476916895
1;0;Fig_18.png;18;0;1,526524866580330
1;0;Fig_18.png;18;0;1,185301396848290
1;0;Fig_18.png;18;0;1,799747767033254
1;0;Fig_18.png;18;0;1,094897623948831
1;0;Fig_18.png;18;0;0,668310219134066
1;0;Fig_18.png;18;0;1,076210363191627
1;0;Fig_18.png;18;0;1,012425756815151
1;0;Fig_18.png;18;0;1,281175032522955
1;0;Fig_18.png;18;0;0,919950225434104
1;0;Fig_18.png;18;0;1,451446939654975
1;0;Fig_18.png;18;0;2,701476167944808
1;0;Fig_19.png;19;0;0,492652659013674
1;0;Fig_19.png;19;0;1,408014045427074
1;0;Fig_19.png;19;0;0,791156371702435
1;0;Fig_19.png;19;0;0,824500126179041
1;0;Fig_19.png;19;0;0,488420158114532
1;0;Fig_19.png;19;0;0,970613720797144
1;0;Fig_19.png;19;0;1,261309758489820
1;0;Fig_19.png;19;0;0,579856114641372
1;0;Fig_19.png;19;0;2,559135924991936
1;0;Fig_19.png;19;0;0,778425543502777
1;0;Fig_19.png;19;0;0,398272877859629
1;0;Fig_19.png;19;0;1,034830447995196
1;0;Fig_19.png;19;0;3,070817466312839
1;0;Fig_19.png;19;0;2,200486862261072
1;0;Fig_19.png;19;0;1,911758434144959
1;0;Fig_20.png;20;0;1,541195473771135
1;0;Fig_20.png;20;0;1,333885978129821
1;0;Fig_20.png;20;0;0,897011877061249
1;0;Fig_20.png;20;0;0,559593226525363
1;0;Fig_20.png;20;0;0,408202708144175
1;0;Fig_20.png;20;0;0,647028701053084
1;0;Fig_20.png;20;0;0,495679176463855
1;0;Fig_20.png;20;0;0,703826238607857
1;0;Fig_20.png;20;0;1,500622239269225
1;0;Fig_20.png;20;0;0,736616857445942
1;0;Fig_20.png;20;0;0,552082433045821
1;0;Fig_20.png;20;0;0,686515479300302
1;0;Fig_20.png;20;0;0,510012079729427
1;0;Fig_20.png;20;0;1,551280577120383
1;0;Fig_20.png;20;0;0,561081109971246
1;0;Fig_21.png;21;0;1,020574617001027
1;0;Fig_21.png;21;0;1,405148537485306
1;0;Fig_21.png;21;0;1,848797361084513
1;0;Fig_21.png;21;0;2,509152150348552
1;0;Fig_21.png;21;0;0,500630617905869
1;0;Fig_21.png;21;0;1,636174083164313
1;0;Fig_21.png;21;0;0,851339434639921
1;0;Fig_21.png;21;0;1,004901849669767
1;0;Fig_21.png;21;0;2,060621788248167
1;0;Fig_21.png;21;0;0,832552343719425
1;0;Fig_21.png;21;0;1,468454322967058
1;0;Fig_21.png;21;0;1,044227175279196
1;0;Fig_21.png;21;0;0,876664576076510
1;0;Fig_21.png;21;0;2,027460051100213
1;0;Fig_21.png;21;0;0,985590956997497
