id_n;gender;RT;img_name;morph_level;resp_happy
1;0;0,934889265189221;Fig_4.png;4;1
1;0;2,676039835661034;Fig_4.png;4;1
1;0;0,950977722491112;Fig_4.png;4;1
1;0;0,535285695576029;Fig_4.png;4;0
1;0;1,113386541762001;Fig_4.png;4;1
1;0;1,860628845536953;Fig_4.png;4;1
1;0;0,528880639690851;Fig_4.png;4;1
1;0;1,432238598127438;Fig_4.png;4;1
1;0;1,659821347740240;Fig_4.png;4;1
1;0;0,948537059478333;Fig_4.png;4;1
1;0;1,623636795809345;Fig_4.png;4;1
1;0;0,878137966896162;Fig_5.png;5;1
1;0;1,024933587472611;Fig_5.png;5;1
1;0;1,611656651642726;Fig_5.png;5;1
1;0;0,763418907492287;Fig_5.png;5;1
1;0;1,449163976557103;Fig_5.png;5;1
1;0;1,597276435753295;Fig_5.png;5;1
1;0;1,230073737706507;Fig_5.png;5;1
1;0;0,924543812331422;Fig_5.png;5;1
1;0;0,588714926449338;Fig_5.png;5;1
1;0;0,569274652206617;Fig_5.png;5;1
1;0;1,761667866795268;Fig_5.png;5;1
1;0;0,777368340623183;Fig_5.png;5;1
1;0;0,870894098750685;Fig_5.png;5;1
1;0;0,928546813037541;Fig_5.png;5;1
1;0;2,123781768830195;Fig_5.png;5;1
1;0;1,255428373954155;Fig_6.png;6;1
1;0;1,138403391316379;Fig_6.png;6;1
1;0;1,656490137232981;Fig_6.png;6;1
1;0;1,115131630598405;Fig_6.png;6;1
1;0;0,894407703896971;Fig_6.png;6;1
1;0;1,657673381460731;Fig_6.png;6;0
1;0;0,856614731046431;Fig_6.png;6;1
1;0;0,588347890825656;Fig_6.png;6;1
1;0;1,190146529103882;Fig_6.png;6;1
1;0;1,168960396551588;Fig_6.png;6;1
1;0;0,689541906742160;Fig_6.png;6;0
1;0;0,870084902987954;Fig_6.png;6;1
1;0;0,616505185255360;Fig_6.png;6;0
1;0;1,134258901952637;Fig_6.png;6;1
1;0;1,273957502165380;Fig_6.png;6;0
1;0;0,931191736377336;Fig_7.png;7;1
1;0;1,377529556417761;Fig_7.png;7;1
1;0;1,233316884869522;Fig_7.png;7;1
1;0;1,326037296969740;Fig_7.png;7;1
1;0;1,358536928528392;Fig_7.png;7;1
1;0;1,224857541648576;Fig_7.png;7;1
1;0;1,288985558088663;Fig_7.png;7;1
1;0;0,941975208380899;Fig_7.png;7;1
1;0;1,787307851122632;Fig_7.png;7;1
1;0;2,116354493159521;Fig_7.png;7;1
1;0;0,906525858771294;Fig_7.png;7;1
1;0;1,147163409169701;Fig_7.png;7;0
1;0;1,285400478368006;Fig_7.png;7;1
1;0;0,467291997844627;Fig_7.png;7;1
1;0;0,712542895534784;Fig_7.png;7;1
1;0;1,481345887311412;Fig_8.png;8;1
1;0;1,259219096546295;Fig_8.png;8;1
1;0;0,911230696817321;Fig_8.png;8;1
1;0;2,054126935074828;Fig_8.png;8;1
1;0;1,073122031105221;Fig_8.png;8;1
1;0;0,478983325766615;Fig_8.png;8;0
1;0;1,346231309299375;Fig_8.png;8;1
1;0;1,581960883400807;Fig_8.png;8;1
1;0;1,511703786138091;Fig_8.png;8;1
1;0;0,690347150717324;Fig_8.png;8;1
1;0;1,438560457466248;Fig_8.png;8;0
1;0;1,346112069636792;Fig_8.png;8;0
1;0;1,015175242259629;Fig_8.png;8;1
1;0;0,493830321153150;Fig_8.png;8;1
1;0;1,133975605008195;Fig_8.png;8;1
1;0;0,807960003672708;Fig_9.png;9;0
1;0;1,664807543027170;Fig_9.png;9;0
1;0;0,682122238492954;Fig_9.png;9;1
1;0;0,921359144388861;Fig_9.png;9;0
1;0;0,416897265233593;Fig_9.png;9;0
1;0;1,003210297286043;Fig_9.png;9;0
1;0;0,849406989216080;Fig_9.png;9;1
1;0;0,639456255384603;Fig_9.png;9;0
1;0;0,672333182777051;Fig_9.png;9;1
1;0;0,943462020723165;Fig_9.png;9;1
1;0;2,648932486757907;Fig_9.png;9;1
1;0;1,785846741559878;Fig_9.png;9;0
1;0;1,276853375677732;Fig_9.png;9;0
1;0;1,452162217809684;Fig_9.png;9;0
1;0;0,816446677418604;Fig_9.png;9;0
1;0;2,613033811768293;Fig_10.png;10;0
1;0;0,830168162142001;Fig_10.png;10;1
1;0;1,586221265093463;Fig_10.png;10;1
1;0;0,753120336493334;Fig_10.png;10;0
1;0;1,511715713975221;Fig_10.png;10;1
1;0;1,127333714364324;Fig_10.png;10;0
1;0;1,521460184335282;Fig_10.png;10;0
1;0;0,638857191071093;Fig_10.png;10;0
1;0;1,320058041150987;Fig_10.png;10;1
1;0;0,561725335138063;Fig_10.png;10;1
1;0;1,756224495930188;Fig_10.png;10;0
1;0;0,987445391136469;Fig_10.png;10;1
1;0;0,571477954835488;Fig_10.png;10;1
1;0;1,435354693784646;Fig_10.png;10;0
1;0;0,516742727313739;Fig_10.png;10;0
1;0;0,681724449606691;Fig_11.png;11;1
1;0;1,176732133561111;Fig_11.png;11;0
1;0;1,293330317241513;Fig_11.png;11;1
1;0;0,862168068909502;Fig_11.png;11;0
1;0;1,092501549084227;Fig_11.png;11;0
1;0;0,968692522814438;Fig_11.png;11;0
1;0;0,913332994143354;Fig_11.png;11;1
1;0;0,966132632610380;Fig_11.png;11;0
1;0;0,830582707282687;Fig_11.png;11;1
1;0;0,941508281484633;Fig_11.png;11;1
1;0;1,231119875132099;Fig_11.png;11;0
1;0;1,912988321526955;Fig_11.png;11;1
1;0;0,516789009839155;Fig_11.png;11;0
1;0;1,807821852068124;Fig_11.png;11;1
1;0;0,747879005935773;Fig_11.png;11;0
1;0;1,819092711941005;Fig_12.png;12;0
1;0;0,741210132950838;Fig_12.png;12;0
1;0;0,521533730974467;Fig_12.png;12;0
1;0;1,710290794681561;Fig_12.png;12;0
1;0;0,846575894728272;Fig_12.png;12;0
1;0;1,232171325832691;Fig_12.png;12;1
1;0;0,670956814622063;Fig_12.png;12;0
1;0;1,571016312597821;Fig_12.png;12;0
1;0;1,597005871210590;Fig_12.png;12;0
1;0;0,813748421648831;Fig_12.png;12;0
1;0;2,143338663657768;Fig_12.png;12;0
1;0;0,622843533562246;Fig_12.png;12;0
1;0;0,564087614175716;Fig_12.png;12;1
1;0;0,664390796582285;Fig_12.png;12;1
1;0;1,632343768041871;Fig_12.png;12;0
1;0;0,834532900058738;Fig_13.png;13;0
1;0;1,493197234438182;Fig_13.png;13;0
1;0;0,960508042100120;Fig_13.png;13;1
1;0;1,408936813010491;Fig_13.png;13;0
1;0;0,950477984890822;Fig_13.png;13;0
1;0;1,141531413228154;Fig_13.png;13;0
1;0;1,286967175978555;Fig_13.png;13;0
1;0;2,005759393719045;Fig_13.png;13;0
1;0;0,913581947745152;Fig_13.png;13;0
1;0;1,180002647499826;Fig_13.png;13;0
1;0;1,010245031850037;Fig_13.png;13;0
1;0;1,172179233573432;Fig_13.png;13;0
1;0;1,126382995134725;Fig_13.png;13;1
1;0;1,585114546887262;Fig_13.png;13;0
1;0;2,440268202737056;Fig_13.png;13;0
1;0;1,171633359760370;Fig_14.png;14;0
1;0;0,799409601981693;Fig_14.png;14;0
1;0;1,897300611958077;Fig_14.png;14;0
1;0;1,262692229711210;Fig_14.png;14;0
1;0;0,731676593263835;Fig_14.png;14;0
1;0;1,252084869212837;Fig_14.png;14;0
1;0;1,002477591870602;Fig_14.png;14;0
1;0;1,249711000560733;Fig_14.png;14;0
1;0;0,768886541684621;Fig_14.png;14;0
1;0;0,784146418438644;Fig_14.png;14;0
1;0;1,013742255357910;Fig_14.png;14;0
1;0;0,472890333935845;Fig_14.png;14;0
1;0;0,603389027604784;Fig_14.png;14;1
1;0;0,491618724267738;Fig_14.png;14;0
1;0;1,006334531682094;Fig_14.png;14;0
1;0;0,924462261742735;Fig_15.png;15;0
1;0;0,700986767907687;Fig_15.png;15;0
1;0;1,343735504699747;Fig_15.png;15;0
1;0;0,784006293838596;Fig_15.png;15;0
1;0;0,807133810171006;Fig_15.png;15;0
1;0;0,719084085209550;Fig_15.png;15;0
1;0;0,754757822494084;Fig_15.png;15;0
1;0;1,123509395891681;Fig_15.png;15;0
1;0;0,497013348105565;Fig_15.png;15;0
1;0;1,310554514464179;Fig_15.png;15;0
1;0;0,785407678963950;Fig_15.png;15;0
1;0;0,857402464074677;Fig_15.png;15;0
1;0;1,082863959541864;Fig_15.png;15;0
1;0;0,967919853655503;Fig_15.png;15;0
1;0;0,872391432510988;Fig_15.png;15;0
1;0;0,980269782917322;Fig_16.png;16;0
1;0;1,142868017498264;Fig_16.png;16;0
1;0;0,536133280619316;Fig_16.png;16;0
1;0;2,845318606664007;Fig_16.png;16;0
1;0;1,380479143881651;Fig_16.png;16;0
1;0;0,781043283276736;Fig_16.png;16;0
1;0;1,289406221773604;Fig_16.png;16;0
1;0;0,569190190982196;Fig_16.png;16;0
1;0;0,975213240303359;Fig_16.png;16;1
1;0;1,259178974520421;Fig_16.png;16;0
1;0;1,043033970791619;Fig_16.png;16;0
1;0;0,462684840749330;Fig_16.png;16;0
1;0;0,918064206567570;Fig_16.png;16;0
1;0;1,083985955668163;Fig_16.png;16;0
1;0;0,835715873840442;Fig_16.png;16;0
1;0;0,883950613564865;Fig_17.png;17;0
1;0;1,515025630131544;Fig_17.png;17;1
1;0;1,646022247419504;Fig_17.png;17;0
1;0;0,706610597851740;Fig_17.png;17;0
1;0;1,270806760583283;Fig_17.png;17;0
1;0;1,260338043508169;Fig_17.png;17;0
1;0;1,458680224404684;Fig_17.png;17;0
1;0;0,618331781987968;Fig_17.png;17;0
1;0;1,320758296289903;Fig_17.png;17;1
1;0;1,593307205513165;Fig_17.png;17;0
1;0;1,075802910624855;Fig_17.png;17;0
1;0;2,102812277189418;Fig_17.png;17;0
1;0;0,781463867321395;Fig_17.png;17;1
1;0;0,545914313588775;Fig_17.png;17;1
1;0;1,094031018609403;Fig_17.png;17;0
1;0;2,140437002762398;Fig_18.png;18;0
1;0;1,021835814295561;Fig_18.png;18;0
1;0;1,323931974900113;Fig_18.png;18;0
1;0;1,392481669802407;Fig_18.png;18;0
1;0;0,953847064339611;Fig_18.png;18;0
1;0;1,584360193759816;Fig_18.png;18;1
1;0;0,829055854854249;Fig_18.png;18;1
1;0;1,827564100806266;Fig_18.png;18;0
1;0;0,608996954057754;Fig_18.png;18;0
1;0;1,676702291825245;Fig_18.png;18;0
1;0;2,453113268517543;Fig_18.png;18;0
1;0;0,717810499096875;Fig_18.png;18;0
1;0;1,147239527670933;Fig_18.png;18;0
1;0;0,611883162586175;Fig_18.png;18;0
1;0;1,754599063917024;Fig_18.png;18;0
1;0;0,842180701237821;Fig_19.png;19;1
1;0;1,211650712955125;Fig_19.png;19;0
1;0;0,975600483278395;Fig_19.png;19;0
1;0;2,185106053417398;Fig_19.png;19;0
1;0;1,341184186302267;Fig_19.png;19;0
1;0;1,017029062388991;Fig_19.png;19;1
1;0;1,088213620093202;Fig_19.png;19;0
1;0;1,609469032223505;Fig_19.png;19;0
1;0;0,867261481152679;Fig_19.png;19;0
1;0;0,934724158411242;Fig_19.png;19;0
1;0;1,635783993379563;Fig_19.png;19;0
1;0;0,904452780725008;Fig_19.png;19;0
1;0;0,680448122455261;Fig_19.png;19;0
1;0;1,258504713163665;Fig_19.png;19;0
1;0;1,637712694924279;Fig_19.png;19;0
1;0;1,103371845545822;Fig_20.png;20;1
1;0;0,640676884563024;Fig_20.png;20;0
1;0;1,054157448528078;Fig_20.png;20;0
1;0;0,511480785569410;Fig_20.png;20;0
1;0;1,451689361847771;Fig_20.png;20;0
1;0;0,603493950739062;Fig_20.png;20;0
1;0;1,346133599361870;Fig_20.png;20;0
1;0;1,572220570999092;Fig_20.png;20;0
1;0;0,841752537922693;Fig_20.png;20;0
1;0;0,919260777886139;Fig_20.png;20;1
1;0;1,098360291014323;Fig_20.png;20;0
1;0;1,789532988460258;Fig_20.png;20;0
1;0;1,725273533115953;Fig_20.png;20;0
1;0;1,098859851032138;Fig_20.png;20;0
1;0;2,086663964238145;Fig_20.png;20;1
1;0;0,675662913365417;Fig_21.png;21;0
1;0;0,789592362588939;Fig_21.png;21;0
1;0;1,075640752821409;Fig_21.png;21;0
1;0;1,015768680785961;Fig_21.png;21;0
1;0;2,430127819317304;Fig_21.png;21;0
1;0;1,988400434106147;Fig_21.png;21;1
1;0;0,697626733728448;Fig_21.png;21;0
1;0;0,954630096215512;Fig_21.png;21;1
1;0;0,809064325933997;Fig_21.png;21;0
1;0;0,581555212340659;Fig_21.png;21;0
1;0;1,396584296748401;Fig_21.png;21;0
1;0;1,335835849098017;Fig_21.png;21;0
1;0;1,543166811764110;Fig_21.png;21;0
1;0;0,464576423080186;Fig_21.png;21;1
1;0;0,711163811399101;Fig_21.png;21;0
