id_n;gender;RT;img_name;morph_level;resp_happy
1;0;0,598151201514021;Fig_1.png;1;1
1;0;0,686252143489212;Fig_1.png;1;1
1;0;2,601244071040417;Fig_1.png;1;1
1;0;1,225660135423219;Fig_1.png;1;1
1;0;0,633859406661616;Fig_1.png;1;1
1;0;0,941299819998396;Fig_1.png;1;1
1;0;1,237673839547238;Fig_1.png;1;1
1;0;1,230168108067964;Fig_1.png;1;1
1;0;0,553546092928202;Fig_1.png;1;1
1;0;2,265620756174257;Fig_1.png;1;1
1;0;1,041174935595094;Fig_1.png;1;1
1;0;1,382743952168118;Fig_1.png;1;1
1;0;0,886946061044957;Fig_1.png;1;1
1;0;0,646268483983648;Fig_1.png;1;1
1;0;0,638610684914390;Fig_1.png;1;1
1;0;1,103380356683037;Fig_2.png;2;1
1;0;1,987077787900171;Fig_2.png;2;1
1;0;0,719146931431262;Fig_2.png;2;1
1;0;0,736834578403466;Fig_2.png;2;0
1;0;1,394967399125015;Fig_2.png;2;1
1;0;1,206213026863384;Fig_2.png;2;1
1;0;1,160883097917051;Fig_2.png;2;1
1;0;1,055407727302636;Fig_2.png;2;1
1;0;1,297218450549041;Fig_2.png;2;0
1;0;1,321842430797581;Fig_2.png;2;1
1;0;0,950753710522888;Fig_2.png;2;1
1;0;1,135196866290435;Fig_2.png;2;1
1;0;1,266151718779298;Fig_2.png;2;1
1;0;0,937082445647131;Fig_2.png;2;1
1;0;0,725296377803110;Fig_2.png;2;1
1;0;1,240433796139561;Fig_3.png;3;1
1;0;1,430210891572852;Fig_3.png;3;1
1;0;1,012840924382410;Fig_3.png;3;1
1;0;1,103349878537549;Fig_3.png;3;1
1;0;1,991084701647860;Fig_3.png;3;0
1;0;0,989051470069401;Fig_3.png;3;1
1;0;1,335894987954872;Fig_3.png;3;1
1;0;0,879278514736837;Fig_3.png;3;0
1;0;1,695955894652430;Fig_3.png;3;1
1;0;1,059743741586838;Fig_3.png;3;1
1;0;1,379464192854440;Fig_3.png;3;1
1;0;2,358397314648750;Fig_3.png;3;1
1;0;1,217856590254172;Fig_3.png;3;1
1;0;1,325667849808693;Fig_3.png;3;1
1;0;0,484680731274281;Fig_3.png;3;0
1;0;1,283998579753806;Fig_4.png;4;1
1;0;0,693502503654519;Fig_4.png;4;1
1;0;1,530684705838750;Fig_4.png;4;1
1;0;1,214584218937381;Fig_4.png;4;1
