5021853	  930.8	  468.2	  943.0	...
5021854	  930.8	  468.2	  940.0	...
5021855	  932.0	  468.3	  940.0	...
5021856	  932.0	  468.5	  945.0	...
5021857	  932.5	  469.5	  945.0	...
5021858	  932.5	  469.6	  946.0	...
5021859	  931.4	  469.6	  945.0	...
5021860	  931.5	  468.6	  945.0	...
5021861	  932.3	  468.6	  945.0	...
5021862	  932.3	  471.8	  938.0	...
5021863	  932.3	  471.8	  938.0	...
5021864	  931.5	  469.9	  946.0	...
5021865	  931.5	  470.0	  946.0	...
5021866	  930.6	  470.0	  944.0	...
5021867	  930.7	  468.0	  943.0	...
5021868	  931.6	  468.0	  943.0	...
5021869	  931.5	  468.8	  943.0	...
5021870	  931.5	  468.8	  944.0	...
5021871	  933.1	  469.8	  948.0	...
5021872	  933.9	  469.9	  948.0	...
5021873	  933.9	  470.5	  947.0	...
5021874	  933.3	  471.1	  947.0	...
5021875	  932.7	  469.9	  942.0	...
5021876	  932.0	  468.7	  942.0	...
5021877	  931.2	  468.7	  939.0	...
5021878	  931.2	  471.7	  939.0	...
5021879	  933.4	  471.8	  941.0	...
5021880	  933.4	  473.2	  942.0	...
5021881	  930.2	  473.1	  943.0	...
5021882	  930.3	  468.0	  943.0	...
5021883	  931.3	  468.0	  947.0	...
5021884	  931.1	  467.7	  949.0	...
5021885	  931.1	  467.7	  949.0	...
5021886	  931.8	  469.9	  950.0	...
5021887	  931.1	  469.9	  951.0	...
5021888	  931.1	  470.4	  951.0	...
5021889	  932.5	  470.4	  951.0	...
5021890	  932.5	  470.4	  951.0	...
5021891	  932.5	  472.3	  951.0	...
5021892	  932.4	  473.4	  952.0	...
5021893	  932.8	  473.4	  952.0	...
5021894	  933.1	  473.6	  952.0	...
5021895	  933.4	  473.6	  948.0	...
5021896	  933.3	  472.3	  951.0	...
5021897	  933.3	  469.5	  951.0	...
5021898	  933.4	  470.5	  943.0	...
5021899	  933.4	  470.6	  943.0	...
5021900	  933.4	  470.8	  946.0	...
5021901	  933.1	  470.8	  949.0	...
5021902	  933.1	  467.4	  949.0	...
5021903	  932.4	  467.4	  949.0	...
5021904	  932.7	  467.4	  949.0	...
5021905	  933.0	  470.3	  949.0	...
5021906	  935.5	  470.3	  949.0	...
5021907	  934.1	  469.6	  947.0	...
5021908	  934.1	  469.6	  947.0	...
5021909	  934.6	  468.5	  943.0	...
5021910	  935.2	  468.9	  944.0	...
5021911	  936.0	  469.3	  945.0	...
5021912	  936.6	  471.3	  957.0	...
5021913	  936.6	  471.3	  957.0	...
5021914	  938.5	  469.5	  958.0	...
5021915	  938.5	  469.5	  958.0	...
5021916	  932.6	  473.6	  958.0	...
5021917	  932.6	  473.9	  958.0	...
5021918	  932.2	  473.9	  952.0	...
5021919	  932.3	  470.3	  949.0	...
5021920	  935.0	  471.7	  949.0	...
5021921	  936.1	  471.7	  959.0	...
5021922	  937.6	  471.6	  959.0	...
5021923	  936.0	  471.8	  955.0	...
5021924	  936.0	  471.8	  955.0	...
5021925	  938.1	  472.7	  955.0	...
5021926	  938.1	  472.7	  955.0	...
5021927	  935.5	  471.7	  955.0	...
5021928	  935.5	  470.7	  956.0	...
5021929	  938.5	  471.6	  958.0	...
5021930	  938.5	  471.6	  958.0	...
5021931	  936.6	  471.6	  959.0	...
5021932	  936.6	  471.3	  959.0	...
5021933	  935.9	  470.9	  952.0	...
5021934	  935.9	  471.1	  952.0	...
5021935	  936.3	  471.1	  953.0	...
5021936	  936.3	  473.3	  954.0	...
5021937	  935.8	  473.3	  954.0	...
5021938	  935.7	  472.6	  954.0	...
5021939	  935.7	  471.9	  956.0	...
5021940	  935.7	  471.0	  957.0	...
5021941	  935.7	  470.8	  957.0	...
5021942	  937.5	  470.5	  958.0	...
5021943	  938.0	  466.3	  958.0	...
5021944	  938.0	  466.3	  958.0	...
5021945	  938.2	  467.0	  959.0	...
5021946	  938.3	  474.4	  959.0	...
5021947	  938.3	  474.4	  959.0	...
5021948	  939.1	  473.8	  952.0	...
5021949	  939.1	  473.0	  952.0	...
5021950	  939.0	  470.1	  958.0	...
5021951	  938.9	  470.0	  957.0	...
5021952	  939.5	  470.0	  957.0	...
5021953	  939.5	  474.3	  958.0	...
5021954	  939.4	  474.3	  958.0	...
5021955	  939.3	  473.9	  958.0	...
5021956	  936.2	  473.9	  959.0	...
5021957	  936.2	  474.2	  959.0	...
5021958	  936.8	  474.5	  956.0	...
5021959	  936.8	  474.6	  957.0	...
5021960	  937.7	  473.7	  957.0	...
5021961	  937.7	  473.5	  957.0	...
5021962	  938.2	  473.5	  956.0	...
5021963	  938.2	  475.3	  956.0	...
5021964	  937.8	  475.3	  957.0	...
5021965	  937.3	  472.3	  957.0	...
5021966	  938.0	  472.3	  957.0	...
5021967	  938.0	  472.3	  957.0	...
5021968	  937.0	  476.4	  957.0	...
5021969	  936.0	  476.4	  957.0	...
5021970	  936.3	  477.0	  962.0	...
5021971	  936.3	  477.0	  962.0	...
5021972	  935.8	  475.7	  957.0	...
5021973	  935.7	  476.0	  957.0	...
5021974	  935.6	  476.3	  957.0	...
5021975	  935.6	  476.3	  962.0	...
5021976	  936.3	  476.1	  962.0	...
5021977	  936.3	  475.9	  962.0	...
5021978	  935.4	  475.9	  962.0	...
5021979	  935.4	  475.9	  957.0	...
5021980	  934.8	  476.4	  957.0	...
5021981	  934.8	  476.4	  962.0	...
5021982	  938.2	  473.0	  962.0	...
5021983	  938.0	  473.5	  963.0	...
5021984	  938.0	  473.9	  969.0	...
5021985	  938.0	  473.9	  969.0	...
5021986	  935.3	  473.3	  962.0	...
5021987	  935.3	  473.3	  960.0	...
5021988	  935.3	  474.3	  960.0	...
5021989	  935.4	  474.3	  963.0	...
5021990	  935.7	  473.8	  963.0	...
5021991	  935.8	  473.3	  961.0	...
5021992	  936.0	  472.6	  961.0	...
5021993	  936.0	  472.6	  964.0	...
5021994	  936.1	  472.6	  964.0	...
5021995	  936.1	  471.9	  963.0	...
5021996	  934.6	  471.9	  963.0	...
5021997	  934.6	  472.7	  961.0	...
5021998	  934.0	  473.5	  962.0	...
5021999	  934.0	  475.2	  962.0	...
5022000	  933.3	  475.2	  963.0	...
5022001	  933.3	  475.1	  964.0	...
5022002	  933.3	  475.0	  965.0	...
5022003	  932.8	  475.0	  966.0	...
5022004	  932.8	  476.8	  963.0	...
5022005	  934.1	  476.8	  965.0	...
5022006	  934.1	  476.8	  966.0	...
5022007	  935.2	  471.2	  969.0	...
5022008	  934.8	  471.2	  969.0	...
5022009	  934.8	  474.1	  968.0	...
5022010	  934.8	  474.1	  967.0	...
5022011	  934.8	  471.9	  967.0	...
5022012	  934.8	  471.9	  967.0	...
